bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1133575,1653,HB1000,1,Introduced,2019-01-14,"Increasing the authorized number of days for a temporary vehicle trip permit.","Increasing the authorized number of days for a temporary vehicle trip permit.",946,"House Transportation",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1000/2019,https://app.leg.wa.gov/billsummary?BillNumber=1000&Year=2019&Initiative=false
1133577,1653,HB1001,4,Passed,2019-04-08,"Concerning service contract providers.","Concerning service contract providers.",0,,2019-04-08,"Effective date 7/28/2019.",https://legiscan.com/WA/bill/HB1001/2019,https://app.leg.wa.gov/billsummary?BillNumber=1001&Year=2019&Initiative=false
1133576,1653,HB1002,2,Engrossed,2019-02-07,"Modifying the offense of rape in the third degree.","Modifying the offense of rape in the third degree.",0,,2020-01-21,"House Rules ""X"" file.",https://legiscan.com/WA/bill/HB1002/2019,https://app.leg.wa.gov/billsummary?BillNumber=1002&Year=2019&Initiative=false
1133551,1653,HB1003,1,Introduced,2019-01-14,"Siting of marijuana businesses in relation to areas or facilities frequented by children.","Siting of marijuana businesses in relation to areas or facilities frequented by children.",3145,"House Commerce & Gaming",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1003/2019,https://app.leg.wa.gov/billsummary?BillNumber=1003&Year=2019&Initiative=false
1133566,1653,HB1004,1,Introduced,2019-01-14,"Modifying theater license provisions.","Modifying theater license provisions.",3145,"House Commerce & Gaming",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1004/2019,https://app.leg.wa.gov/billsummary?BillNumber=1004&Year=2019&Initiative=false
1133522,1653,HB1005,1,Introduced,2019-01-14,"Regarding foreclosure and distraint sales of manufactured/mobile or park model homes.","Regarding foreclosure and distraint sales of manufactured/mobile or park model homes.",0,,2020-01-21,"House Rules ""X"" file.",https://legiscan.com/WA/bill/HB1005/2019,https://app.leg.wa.gov/billsummary?BillNumber=1005&Year=2019&Initiative=false
1133581,1653,HB1006,1,Introduced,2019-01-14,"Adopting new requirements for locating underground facilities, including positive response, minimum marking standards, adopting a new process for coordinating large projects, and requiring new and replacement facilities to be locatable.","Adopting new requirements for locating underground facilities, including positive response, minimum marking standards, adopting a new process for coordinating large projects, and requiring new and replacement facilities to be locatable.",2759,"House Appropriations",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1006/2019,https://app.leg.wa.gov/billsummary?BillNumber=1006&Year=2019&Initiative=false
1133542,1653,HB1007,1,Introduced,2019-01-14,"Concerning dedicated funding for animal shelter capital projects.","Concerning dedicated funding for animal shelter capital projects.",925,"House Capital Budget",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1007/2019,https://app.leg.wa.gov/billsummary?BillNumber=1007&Year=2019&Initiative=false
1133532,1653,HB1008,1,Introduced,2019-01-14,"Studying the constitutional and statutory obligations and tax revenue capacity of local government entities.","Studying the constitutional and statutory obligations and tax revenue capacity of local government entities.",2759,"House Appropriations",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1008/2019,https://app.leg.wa.gov/billsummary?BillNumber=1008&Year=2019&Initiative=false
1133589,1653,HB1009,2,Engrossed,2019-03-01,"Addressing the state auditor&#x27;s duties and procedures.","Addressing the state auditor&#x27;s duties and procedures.",960,"Senate Rules",2020-03-12,"By resolution, returned to House Rules Committee for third reading.",https://legiscan.com/WA/bill/HB1009/2019,https://app.leg.wa.gov/billsummary?BillNumber=1009&Year=2019&Initiative=false
1133560,1653,HB1010,2,Engrossed,2020-01-23,"Concerning the disposition of forfeited firearms by the Washington state patrol.","Concerning the disposition of forfeited firearms by the Washington state patrol.",960,"Senate Rules",2020-03-12,"By resolution, returned to House Rules Committee for third reading.",https://legiscan.com/WA/bill/HB1010/2019,https://app.leg.wa.gov/billsummary?BillNumber=1010&Year=2019&Initiative=false
1133519,1653,HB1011,4,Passed,2019-04-08,"Adding proximity to working forests to the residential real estate disclosure statement.","Adding proximity to working forests to the residential real estate disclosure statement.",0,,2019-04-08,"Effective date 7/28/2019.",https://legiscan.com/WA/bill/HB1011/2019,https://app.leg.wa.gov/billsummary?BillNumber=1011&Year=2019&Initiative=false
1133523,1653,HB1012,4,Passed,2019-04-19,"Concerning the use of child passenger restraint systems.","Concerning the use of child passenger restraint systems.",0,,2019-04-19,"Effective date 1/1/2020.",https://legiscan.com/WA/bill/HB1012/2019,https://app.leg.wa.gov/billsummary?BillNumber=1012&Year=2019&Initiative=false
1133517,1653,HB1013,1,Introduced,2019-01-14,"Concerning the Walla Walla watershed management pilot program.","Concerning the Walla Walla watershed management pilot program.",0,,2020-01-21,"House Rules ""X"" file.",https://legiscan.com/WA/bill/HB1013/2019,https://app.leg.wa.gov/billsummary?BillNumber=1013&Year=2019&Initiative=false
1133583,1653,HB1014,4,Passed,2019-04-19,"Concerning financial responsibility of motorcycle operators.","Concerning financial responsibility of motorcycle operators.",0,,2019-04-19,"Effective date 7/28/2019.",https://legiscan.com/WA/bill/HB1014/2019,https://app.leg.wa.gov/billsummary?BillNumber=1014&Year=2019&Initiative=false
1133561,1653,HB1015,1,Introduced,2019-01-14,"Concerning actions arising out of real estate appraisal activity.","Concerning actions arising out of real estate appraisal activity.",3813,"House Civil Rights & Judiciary",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1015/2019,https://app.leg.wa.gov/billsummary?BillNumber=1015&Year=2019&Initiative=false
1133533,1653,HB1016,4,Passed,2019-05-07,"Concerning hospital notification of availability of sexual assault evidence kit collection.","Concerning hospital notification of availability of sexual assault evidence kit collection.",0,,2019-05-07,"Effective date 7/28/2019.",https://legiscan.com/WA/bill/HB1016/2019,https://app.leg.wa.gov/billsummary?BillNumber=1016&Year=2019&Initiative=false
1133567,1653,HB1017,1,Introduced,2019-01-14,"Concerning salaries of nonprofit health carriers.","Concerning salaries of nonprofit health carriers.",937,"House Health Care and Wellness",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1017/2019,https://app.leg.wa.gov/billsummary?BillNumber=1017&Year=2019&Initiative=false
1133554,1653,HB1018,1,Introduced,2019-01-14,"Concerning fair dental insurance practices.","Concerning fair dental insurance practices.",943,"House Rules",2020-02-11,"Referred to Rules 2 Review.",https://legiscan.com/WA/bill/HB1018/2019,https://app.leg.wa.gov/billsummary?BillNumber=1018&Year=2019&Initiative=false
1133563,1653,HB1019,1,Introduced,2019-01-14,"Concerning vaccination and antibody titer test notification.","Concerning vaccination and antibody titer test notification.",937,"House Health Care and Wellness",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1019/2019,https://app.leg.wa.gov/billsummary?BillNumber=1019&Year=2019&Initiative=false
1133570,1653,HB1020,4,Passed,2019-04-17,"Modifying the qualifications of members composing the county road administration board.","Modifying the qualifications of members composing the county road administration board.",0,,2019-04-17,"Effective date 7/28/2019.",https://legiscan.com/WA/bill/HB1020/2019,https://app.leg.wa.gov/billsummary?BillNumber=1020&Year=2019&Initiative=false
1133587,1653,HB1021,1,Introduced,2019-01-14,"Concerning funding the governor&#x27;s security and protection while traveling outside Washington state for campaign-related or nonstate business purposes.","Concerning funding the governor&#x27;s security and protection while traveling outside Washington state for campaign-related or nonstate business purposes.",2759,"House Appropriations",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1021/2019,https://app.leg.wa.gov/billsummary?BillNumber=1021&Year=2019&Initiative=false
1133553,1653,HB1022,1,Introduced,2019-01-14,"Prohibiting the creation and maintenance of a database concerning pistol sales or transfers.","Prohibiting the creation and maintenance of a database concerning pistol sales or transfers.",3813,"House Civil Rights & Judiciary",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1022/2019,https://app.leg.wa.gov/billsummary?BillNumber=1022&Year=2019&Initiative=false
1133585,1653,HB1023,4,Passed,2020-03-31,"Allowing certain adult family homes to increase capacity to eight beds.","Allowing certain adult family homes to increase capacity to eight beds.",0,,2020-03-31,"Effective date 6/11/2020.",https://legiscan.com/WA/bill/HB1023/2019,https://app.leg.wa.gov/billsummary?BillNumber=1023&Year=2019&Initiative=false
1133549,1653,HB1024,1,Introduced,2019-01-14,"Prohibiting a government database of law abiding owners of legal firearms.","Prohibiting a government database of law abiding owners of legal firearms.",3813,"House Civil Rights & Judiciary",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1024/2019,https://app.leg.wa.gov/billsummary?BillNumber=1024&Year=2019&Initiative=false
1133520,1653,HB1025,1,Introduced,2019-01-14,"Concerning the slaughter of horses and other equines for human consumption.","Concerning the slaughter of horses and other equines for human consumption.",2763,"House Public Safety",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1025/2019,https://app.leg.wa.gov/billsummary?BillNumber=1025&Year=2019&Initiative=false
1133539,1653,HB1026,4,Passed,2019-04-30,"Concerning breed-based dog regulations.","Concerning breed-based dog regulations.",0,,2019-04-30,"Effective date 1/1/2020.",https://legiscan.com/WA/bill/HB1026/2019,https://app.leg.wa.gov/billsummary?BillNumber=1026&Year=2019&Initiative=false
1133543,1653,HB1027,1,Introduced,2019-01-14,"Modifying quick title service fees.","Modifying quick title service fees.",946,"House Transportation",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1027/2019,https://app.leg.wa.gov/billsummary?BillNumber=1027&Year=2019&Initiative=false
1133584,1653,HB1028,2,Engrossed,2019-02-14,"Modifying the types of off-road vehicles subject to local government regulation.","Modifying the types of off-road vehicles subject to local government regulation.",960,"Senate Rules",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1028/2019,https://app.leg.wa.gov/billsummary?BillNumber=1028&Year=2019&Initiative=false
1133518,1653,HB1029,1,Introduced,2019-01-14,"Concerning processes and criteria for the consideration of environmental impacts under certain environmental laws.","Concerning processes and criteria for the consideration of environmental impacts under certain environmental laws.",3814,"House Environment & Energy",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1029/2019,https://app.leg.wa.gov/billsummary?BillNumber=1029&Year=2019&Initiative=false
1133531,1653,HB1030,1,Introduced,2019-01-14,"Concerning disciplinary action for state officials and employees who provide false testimony to the legislature.","Concerning disciplinary action for state officials and employees who provide false testimony to the legislature.",3819,"House State Government & Tribal Relations",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1030/2019,https://app.leg.wa.gov/billsummary?BillNumber=1030&Year=2019&Initiative=false
1133580,1653,HB1031,1,Introduced,2019-01-14,"Reducing government imposed obligations associated with bulkhead maintenance or repairs.","Reducing government imposed obligations associated with bulkhead maintenance or repairs.",943,"House Rules",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1031/2019,https://app.leg.wa.gov/billsummary?BillNumber=1031&Year=2019&Initiative=false
1133537,1653,HB1032,1,Introduced,2019-01-14,"Concerning amendatory format requirements for text of initiatives.","Concerning amendatory format requirements for text of initiatives.",3819,"House State Government & Tribal Relations",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1032/2019,https://app.leg.wa.gov/billsummary?BillNumber=1032&Year=2019&Initiative=false
1133569,1653,HB1033,2,Engrossed,2019-03-05,"Concerning relocation assistance for manufactured/mobile home park tenants.","Concerning relocation assistance for manufactured/mobile home park tenants.",0,,2020-01-21,"House Rules ""X"" file.",https://legiscan.com/WA/bill/HB1033/2019,https://app.leg.wa.gov/billsummary?BillNumber=1033&Year=2019&Initiative=false
1133534,1653,HB1034,4,Passed,2019-04-19,"Establishing a soju endorsement to certain restaurant licenses.","Establishing a soju endorsement to certain restaurant licenses.",0,,2019-04-19,"Effective date 7/28/2019.",https://legiscan.com/WA/bill/HB1034/2019,https://app.leg.wa.gov/billsummary?BillNumber=1034&Year=2019&Initiative=false
1133526,1653,HB1035,1,Introduced,2019-01-14,"Concerning school resource officers in schools.","Concerning school resource officers in schools.",2759,"House Appropriations",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1035/2019,https://app.leg.wa.gov/billsummary?BillNumber=1035&Year=2019&Initiative=false
1133545,1653,HB1036,1,Introduced,2019-01-14,"Concerning increased fish hatchery production.","Concerning increased fish hatchery production.",3816,"House Rural Development, Agriculture, & Natural Resources",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1036/2019,https://app.leg.wa.gov/billsummary?BillNumber=1036&Year=2019&Initiative=false
1133559,1653,HB1037,1,Introduced,2019-01-14,"Concerning the use of chemicals to prevent the decline of aquaculture production.","Concerning the use of chemicals to prevent the decline of aquaculture production.",3814,"House Environment & Energy",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1037/2019,https://app.leg.wa.gov/billsummary?BillNumber=1037&Year=2019&Initiative=false
1133586,1653,HB1038,1,Introduced,2019-01-14,"Allowing public school districts and private schools to adopt a policy authorizing permanent employees to possess firearms on school grounds under certain conditions.","Allowing public school districts and private schools to adopt a policy authorizing permanent employees to possess firearms on school grounds under certain conditions.",3813,"House Civil Rights & Judiciary",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1038/2019,https://app.leg.wa.gov/billsummary?BillNumber=1038&Year=2019&Initiative=false
1133582,1653,HB1039,2,Engrossed,2019-03-04,"Concerning opioid overdose medication at kindergarten through twelfth grade schools and higher education institutions.","Concerning opioid overdose medication at kindergarten through twelfth grade schools and higher education institutions.",0,,2020-01-21,"House Rules ""X"" file.",https://legiscan.com/WA/bill/HB1039/2019,https://app.leg.wa.gov/billsummary?BillNumber=1039&Year=2019&Initiative=false
1133556,1653,HB1040,1,Introduced,2019-01-14,"Concerning the creation of a work group to study and make recommendations on natural disaster mitigation and resiliency activities.","Concerning the creation of a work group to study and make recommendations on natural disaster mitigation and resiliency activities.",2759,"House Appropriations",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1040/2019,https://app.leg.wa.gov/billsummary?BillNumber=1040&Year=2019&Initiative=false
1133521,1653,HB1041,4,Passed,2019-05-09,"Promoting successful reentry by modifying the process for obtaining certificates of discharge and vacating conviction records.","Promoting successful reentry by modifying the process for obtaining certificates of discharge and vacating conviction records.",0,,2019-05-09,"Effective date 7/28/2019.",https://legiscan.com/WA/bill/HB1041/2019,https://app.leg.wa.gov/billsummary?BillNumber=1041&Year=2019&Initiative=false
1133525,1653,HB1042,1,Introduced,2019-01-14,"Granting interest arbitration to department of corrections employees.","Granting interest arbitration to department of corrections employees.",0,,2020-01-21,"House Rules ""X"" file.",https://legiscan.com/WA/bill/HB1042/2019,https://app.leg.wa.gov/billsummary?BillNumber=1042&Year=2019&Initiative=false
1133541,1653,HB1043,1,Introduced,2019-01-14,"Granting binding interest arbitration rights to certain uniformed personnel.","Granting binding interest arbitration rights to certain uniformed personnel.",0,,2020-01-21,"House Rules ""X"" file.",https://legiscan.com/WA/bill/HB1043/2019,https://app.leg.wa.gov/billsummary?BillNumber=1043&Year=2019&Initiative=false
1133564,1653,HB1044,1,Introduced,2019-01-14,"Concerning senior citizen property taxes.","Concerning senior citizen property taxes.",933,"House Finance",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1044/2019,https://app.leg.wa.gov/billsummary?BillNumber=1044&Year=2019&Initiative=false
1133574,1653,HB1045,1,Introduced,2019-01-14,"Prohibiting the lethal removal of gray wolves.","Prohibiting the lethal removal of gray wolves.",3816,"House Rural Development, Agriculture, & Natural Resources",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1045/2019,https://app.leg.wa.gov/billsummary?BillNumber=1045&Year=2019&Initiative=false
1133568,1653,HB1046,1,Introduced,2019-01-14,"Prohibiting hunting with the aid of dogs for certain purposes.","Prohibiting hunting with the aid of dogs for certain purposes.",3816,"House Rural Development, Agriculture, & Natural Resources",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1046/2019,https://app.leg.wa.gov/billsummary?BillNumber=1046&Year=2019&Initiative=false
1133853,1653,HB1047,1,Introduced,2019-01-14,"Revising the authority of commissioners of courts of limited jurisdiction.","Revising the authority of commissioners of courts of limited jurisdiction.",0,,2020-01-21,"House Rules ""X"" file.",https://legiscan.com/WA/bill/HB1047/2019,https://app.leg.wa.gov/billsummary?BillNumber=1047&Year=2019&Initiative=false
1133841,1653,HB1048,4,Passed,2019-05-07,"Modifying the process for prevailing parties to recover judgments in small claims court.","Modifying the process for prevailing parties to recover judgments in small claims court.",0,,2019-05-07,"Effective date 7/28/2019.",https://legiscan.com/WA/bill/HB1048/2019,https://app.leg.wa.gov/billsummary?BillNumber=1048&Year=2019&Initiative=false
1133844,1653,HB1049,4,Passed,2019-04-19,"Concerning health care provider and health care facility whistleblower protections.","Concerning health care provider and health care facility whistleblower protections.",0,,2019-04-19,"Effective date 7/28/2019.",https://legiscan.com/WA/bill/HB1049/2019,https://app.leg.wa.gov/billsummary?BillNumber=1049&Year=2019&Initiative=false
1133840,1653,HB1050,1,Introduced,2019-01-14,"Concerning parenting plans.","Concerning parenting plans.",3813,"House Civil Rights & Judiciary",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1050/2019,https://app.leg.wa.gov/billsummary?BillNumber=1050&Year=2019&Initiative=false
1133839,1653,HB1051,1,Introduced,2019-01-14,"Focusing growth management act requirements on larger counties experiencing population growth.","Focusing growth management act requirements on larger counties experiencing population growth.",3814,"House Environment & Energy",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1051/2019,https://app.leg.wa.gov/billsummary?BillNumber=1051&Year=2019&Initiative=false
1133849,1653,HB1052,1,Introduced,2019-01-14,"Concerning agency rule-making authority.","Concerning agency rule-making authority.",3819,"House State Government & Tribal Relations",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1052/2019,https://app.leg.wa.gov/billsummary?BillNumber=1052&Year=2019&Initiative=false
1133843,1653,HB1053,1,Introduced,2019-01-14,"Providing a sales and use tax exemption for feminine hygiene products.","Providing a sales and use tax exemption for feminine hygiene products.",0,,2020-01-21,"House Rules ""X"" file.",https://legiscan.com/WA/bill/HB1053/2019,https://app.leg.wa.gov/billsummary?BillNumber=1053&Year=2019&Initiative=false
1133847,1653,HB1054,1,Introduced,2019-01-14,"Providing a sales and use tax exemption for diapers.","Providing a sales and use tax exemption for diapers.",933,"House Finance",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1054/2019,https://app.leg.wa.gov/billsummary?BillNumber=1054&Year=2019&Initiative=false
1133855,1653,HB1055,4,Passed,2019-04-08,"Authorizing law enforcement to arrest persons in violation of certain no-contact orders involving victims of trafficking and promoting prostitution offenses.","Authorizing law enforcement to arrest persons in violation of certain no-contact orders involving victims of trafficking and promoting prostitution offenses.",0,,2019-04-08,"Effective date 7/28/2019.",https://legiscan.com/WA/bill/HB1055/2019,https://app.leg.wa.gov/billsummary?BillNumber=1055&Year=2019&Initiative=false
1133850,1653,HB1056,5,Vetoed,2020-04-03,"Creating a task force to identify the role of the workplace in helping curb domestic violence.","Creating a task force to identify the role of the workplace in helping curb domestic violence.",0,,2020-04-03,"Governor vetoed.",https://legiscan.com/WA/bill/HB1056/2019,https://app.leg.wa.gov/billsummary?BillNumber=1056&Year=2019&Initiative=false
1133852,1653,HB1057,1,Introduced,2019-01-14,"Concerning school bus safety.","Concerning school bus safety.",2759,"House Appropriations",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1057/2019,https://app.leg.wa.gov/billsummary?BillNumber=1057&Year=2019&Initiative=false
1133846,1653,HB1058,2,Engrossed,2019-03-01,"Establishing permissible methods of parking a motorcycle.","Establishing permissible methods of parking a motorcycle.",960,"Senate Rules",2020-03-12,"By resolution, returned to House Rules Committee for third reading.",https://legiscan.com/WA/bill/HB1058/2019,https://app.leg.wa.gov/billsummary?BillNumber=1058&Year=2019&Initiative=false
1133913,1653,HB1059,4,Passed,2019-04-19,"Extending the business and occupation tax return filing due date for annual filers.","Extending the business and occupation tax return filing due date for annual filers.",0,,2019-04-19,"Effective date 7/28/2019.",https://legiscan.com/WA/bill/HB1059/2019,https://app.leg.wa.gov/billsummary?BillNumber=1059&Year=2019&Initiative=false
1133894,1653,HB1060,1,Introduced,2019-01-14,"Concerning the administration of marijuana to students for medical purposes.","Concerning the administration of marijuana to students for medical purposes.",937,"House Health Care and Wellness",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1060/2019,https://app.leg.wa.gov/billsummary?BillNumber=1060&Year=2019&Initiative=false
1133920,1653,HB1061,2,Engrossed,2019-03-07,"Designating the Pacific razor clam as the state clam.","Designating the Pacific razor clam as the state clam.",960,"Senate Rules",2020-03-12,"By resolution, returned to House Rules Committee for third reading.",https://legiscan.com/WA/bill/HB1061/2019,https://app.leg.wa.gov/billsummary?BillNumber=1061&Year=2019&Initiative=false
1133904,1653,HB1062,4,Passed,2019-04-30,"Expanding access to commercial fishing opportunities.","Expanding access to commercial fishing opportunities.",0,,2019-04-30,"Effective date 7/28/2019.",https://legiscan.com/WA/bill/HB1062/2019,https://app.leg.wa.gov/billsummary?BillNumber=1062&Year=2019&Initiative=false
1135447,1653,HB1063,1,Introduced,2019-01-14,"Authorizing seventeen year olds to participate in primary elections.","Authorizing seventeen year olds to participate in primary elections.",943,"House Rules",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1063/2019,https://app.leg.wa.gov/billsummary?BillNumber=1063&Year=2019&Initiative=false
1135395,1653,HB1064,4,Passed,2019-02-04,"Concerning law enforcement.","Concerning law enforcement.",0,,2019-02-05,"Effective date 2/4/2019.",https://legiscan.com/WA/bill/HB1064/2019,https://app.leg.wa.gov/billsummary?BillNumber=1064&Year=2019&Initiative=false
1135739,1653,HB1065,4,Passed,2019-05-21,"Protecting consumers from charges for out-of-network health care services.","Protecting consumers from charges for out-of-network health care services.",0,,2019-05-21,"Effective date 7/28/2019*.",https://legiscan.com/WA/bill/HB1065/2019,https://app.leg.wa.gov/billsummary?BillNumber=1065&Year=2019&Initiative=false
1135884,1653,HB1066,4,Passed,2019-04-30,"Requiring debt collection complaints to be filed prior to service of summons and complaint.","Requiring debt collection complaints to be filed prior to service of summons and complaint.",0,,2019-04-30,"Effective date 7/28/2019.",https://legiscan.com/WA/bill/HB1066/2019,https://app.leg.wa.gov/billsummary?BillNumber=1066&Year=2019&Initiative=false
1135865,1653,HB1067,1,Introduced,2019-01-14,"Concerning employment after public service in state government.","Concerning employment after public service in state government.",943,"House Rules",2020-01-23,"Referred to Rules 2 Review.",https://legiscan.com/WA/bill/HB1067/2019,https://app.leg.wa.gov/billsummary?BillNumber=1067&Year=2019&Initiative=false
1135873,1653,HB1068,1,Introduced,2019-01-14,"Concerning high capacity magazines.","Concerning high capacity magazines.",3813,"House Civil Rights & Judiciary",2020-01-13,"Referred to Civil Rights & Judiciary.",https://legiscan.com/WA/bill/HB1068/2019,https://app.leg.wa.gov/billsummary?BillNumber=1068&Year=2019&Initiative=false
1136295,1653,HB1069,1,Introduced,2019-01-14,"Concerning the creation of the insurance fraud surcharge account.","Concerning the creation of the insurance fraud surcharge account.",2759,"House Appropriations",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1069/2019,https://app.leg.wa.gov/billsummary?BillNumber=1069&Year=2019&Initiative=false
1137116,1653,HB1070,4,Passed,2019-04-30,"Concerning the tax treatment of renewable natural gas.","Concerning the tax treatment of renewable natural gas.",0,,2019-04-30,"Effective date 7/28/2019.",https://legiscan.com/WA/bill/HB1070/2019,https://app.leg.wa.gov/billsummary?BillNumber=1070&Year=2019&Initiative=false
1136623,1653,HB1071,4,Passed,2019-05-07,"Protecting personal information.","Protecting personal information.",0,,2019-05-07,"Effective date 3/1/2020.",https://legiscan.com/WA/bill/HB1071/2019,https://app.leg.wa.gov/billsummary?BillNumber=1071&Year=2019&Initiative=false
1136804,1653,HB1072,1,Introduced,2019-01-14,"Enhancing the prevailing wage laws to ensure contractor and owner accountability and worker protection.","Enhancing the prevailing wage laws to ensure contractor and owner accountability and worker protection.",0,,2020-01-21,"House Rules ""X"" file.",https://legiscan.com/WA/bill/HB1072/2019,https://app.leg.wa.gov/billsummary?BillNumber=1072&Year=2019&Initiative=false
1136620,1653,HB1073,1,Introduced,2019-01-14,"Addressing undetectable and untraceable firearms.","Addressing undetectable and untraceable firearms.",3813,"House Civil Rights & Judiciary",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1073/2019,https://app.leg.wa.gov/billsummary?BillNumber=1073&Year=2019&Initiative=false
1136622,1653,HB1074,4,Passed,2019-04-05,"Protecting youth from tobacco products and vapor products by increasing the minimum legal age of sale of tobacco and vapor products.","Protecting youth from tobacco products and vapor products by increasing the minimum legal age of sale of tobacco and vapor products.",0,,2019-04-05,"Effective date 1/1/2020.",https://legiscan.com/WA/bill/HB1074/2019,https://app.leg.wa.gov/billsummary?BillNumber=1074&Year=2019&Initiative=false
1136761,1653,HB1075,4,Passed,2019-05-07,"Concerning consumer competitive group insurance.","Concerning consumer competitive group insurance.",0,,2019-05-07,"Effective date 7/1/2020.",https://legiscan.com/WA/bill/HB1075/2019,https://app.leg.wa.gov/billsummary?BillNumber=1075&Year=2019&Initiative=false
1137098,1653,HB1076,1,Introduced,2019-01-14,"Modifying certain common school provisions.","Modifying certain common school provisions.",0,,2020-02-21,"Returned to Rules Committee for second reading.",https://legiscan.com/WA/bill/HB1076/2019,https://app.leg.wa.gov/billsummary?BillNumber=1076&Year=2019&Initiative=false
1137136,1653,HB1077,1,Introduced,2019-01-14,"Concerning governmental continuity during emergency periods.","Concerning governmental continuity during emergency periods.",2759,"House Appropriations",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1077/2019,https://app.leg.wa.gov/billsummary?BillNumber=1077&Year=2019&Initiative=false
1137869,1653,HB1078,1,Introduced,2019-01-14,"Notifying purchasers of hearing instruments about uses and benefits of telecoil and bluetooth technology.","Notifying purchasers of hearing instruments about uses and benefits of telecoil and bluetooth technology.",937,"House Health Care and Wellness",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1078/2019,https://app.leg.wa.gov/billsummary?BillNumber=1078&Year=2019&Initiative=false
1137896,1653,HB1079,2,Engrossed,2019-03-12,"Adding a faculty member to the board of regents at the research universities.","Adding a faculty member to the board of regents at the research universities.",960,"Senate Rules",2020-03-12,"By resolution, returned to House Rules Committee for third reading.",https://legiscan.com/WA/bill/HB1079/2019,https://app.leg.wa.gov/billsummary?BillNumber=1079&Year=2019&Initiative=false
1139512,1653,HB1080,1,Introduced,2019-01-14,"Creating a domestic violence offender registry.","Creating a domestic violence offender registry.",2763,"House Public Safety",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1080/2019,https://app.leg.wa.gov/billsummary?BillNumber=1080&Year=2019&Initiative=false
1139385,1653,HB1081,1,Introduced,2019-01-14,"Reducing the number of state supreme court judges.","Reducing the number of state supreme court judges.",3813,"House Civil Rights & Judiciary",2020-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1081/2019,https://app.leg.wa.gov/billsummary?BillNumber=1081&Year=2019&Initiative=false
