bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
822280,1152,HB2577,1,Introduced,2016-01-15,"Authorizing preferential pricing for spirits and wine sold to on-premises licensees.","Authorizing preferential pricing for spirits and wine sold to on-premises licensees.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2577/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2577&year=2015
822123,1152,HB2578,2,Engrossed,2016-02-17,"Addressing job search requirements for unemployment compensation claimants.","Addressing job search requirements for unemployment compensation claimants.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2578/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2578&year=2015
821995,1152,HB2579,1,Introduced,2016-01-15,"Concerning prefire mitigation.","Concerning prefire mitigation.",2759,"House Appropriations",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2579/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2579&year=2015
821988,1152,HB2580,4,Passed,2016-03-29,"Establishing a public registry for the transparency of blood establishments.","Establishing a public registry for the transparency of blood establishments.",0,,2016-03-29,"Effective date 6/9/2016.",https://legiscan.com/WA/bill/HB2580/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2580&year=2015
822227,1152,HB2581,1,Introduced,2016-01-15,"Concerning the alcohol content of cider.","Concerning the alcohol content of cider.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2581/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2581&year=2015
822046,1152,HB2582,1,Introduced,2016-01-15,"Modifying provisions of the Washington advanced college tuition payment program.","Modifying provisions of the Washington advanced college tuition payment program.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2582/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2582&year=2015
822313,1152,HB2583,2,Engrossed,2016-02-17,"Authorizing specified local governments to designate a portion of their territory as a creative district subject to certification by the Washington arts commission.","Authorizing specified local governments to designate a portion of their territory as a creative district subject to certification by the Washington arts commission.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2583/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2583&year=2015
822247,1152,HB2584,4,Passed,2016-04-01,"Concerning public disclosure of information submitted to the liquor and cannabis board regarding marijuana product traceability and operations.","Concerning public disclosure of information submitted to the liquor and cannabis board regarding marijuana product traceability and operations.",0,,2016-04-01,"Effective date 6/9/2016.",https://legiscan.com/WA/bill/HB2584/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2584&year=2015
822258,1152,HB2585,2,Engrossed,2016-02-10,"Concerning private activity bond allocation.","Concerning private activity bond allocation.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2585/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2585&year=2015
822268,1152,HB2586,1,Introduced,2016-01-15,"Allowing school siting outside of urban growth areas.","Allowing school siting outside of urban growth areas.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2586/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2586&year=2015
822043,1152,HB2587,4,Passed,2016-04-01,"Concerning the superior court judges' association.","Concerning the superior court judges' association.",0,,2016-04-01,"Effective date 6/9/2016.",https://legiscan.com/WA/bill/HB2587/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2587&year=2015
822158,1152,HB2588,1,Introduced,2016-01-15,"Concerning vapor products in respect to provisions concerning certain child-resistant packaging, definitions related to ""vapor product,"" signage requirements prohibiting vapor product sales to minors, prohibition of the purchase and possession of vapor products by minors, the liquor and cannabis board's enforcement authority over vapor products, preemption of certain local regulation of vapor products, and a requirement for vendor-assisted sales of vapor products in retail establishments.","Concerning vapor products in respect to provisions concerning certain child-resistant packaging, definitions related to ""vapor product,"" signage requirements prohibiting vapor product sales to minors, prohibition of the purchase and possession of vapor products by minors, the liquor and cannabis board's enforcement authority over vapor products, preemption of certain local regulation of vapor products, and a requirement for vendor-assisted sales of vapor products in retail establishments.",3145,"House Commerce & Gaming",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2588/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2588&year=2015
822352,1152,HB2589,1,Introduced,2016-01-15,"Allowing the use of gender-segregated facilities.","Allowing the use of gender-segregated facilities.",940,"House Judiciary",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2589/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2589&year=2015
822064,1152,HB2590,1,Introduced,2016-01-15,"Concerning county road administration and maintenance.","Concerning county road administration and maintenance.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2590/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2590&year=2015
821970,1152,HB2591,4,Passed,2016-04-01,"Notifying foster parents of dependency hearings and their opportunity to be heard in those hearings.","Notifying foster parents of dependency hearings and their opportunity to be heard in those hearings.",0,,2016-04-01,"Effective date 6/9/2016.",https://legiscan.com/WA/bill/HB2591/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2591&year=2015
822132,1152,HB2592,1,Introduced,2016-01-15,"Providing benefits for certain retirement system members who die or become disabled in the course of providing emergency management services.","Providing benefits for certain retirement system members who die or become disabled in the course of providing emergency management services.",2759,"House Appropriations",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2592/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2592&year=2015
822379,1152,HB2593,1,Introduced,2016-01-15,"Making community and technical colleges more affordable by eliminating the application fee for low-income students and reviewing placement testing fees.","Making community and technical colleges more affordable by eliminating the application fee for low-income students and reviewing placement testing fees.",2759,"House Appropriations",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2593/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2593&year=2015
822107,1152,HB2594,1,Introduced,2016-01-15,"Simplifying the taxation of amenities owned by homeowners' associations.","Simplifying the taxation of amenities owned by homeowners' associations.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2594/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2594&year=2015
822348,1152,HB2595,1,Introduced,2016-01-15,"Concerning safe technology use and digital citizenship in public schools.","Concerning safe technology use and digital citizenship in public schools.",930,"House Education",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2595/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2595&year=2015
822358,1152,HB2596,1,Introduced,2016-01-15,"Reducing the occurrences of small wildland fires escalating into catastrophic fires through the creation of a mechanism to better equip local wildland fire suppression entities in their immediate, local suppression activities.","Reducing the occurrences of small wildland fires escalating into catastrophic fires through the creation of a mechanism to better equip local wildland fire suppression entities in their immediate, local suppression activities.",2759,"House Appropriations",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2596/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2596&year=2015
822239,1152,HB2597,4,Passed,2016-03-29,"Requiring school districts to include sexual abuse as a topic in plans addressing students' emotional or behavioral distress.","Requiring school districts to include sexual abuse as a topic in plans addressing students' emotional or behavioral distress.",0,,2016-03-29,"Effective date 6/9/2016.",https://legiscan.com/WA/bill/HB2597/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2597&year=2015
822054,1152,HB2598,4,Passed,2016-03-25,"Authorizing the use of certain cargo extensions that connect to a recreational vehicle frame.","Authorizing the use of certain cargo extensions that connect to a recreational vehicle frame.",0,,2016-03-25,"Effective date 7/1/2016.",https://legiscan.com/WA/bill/HB2598/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2598&year=2015
822201,1152,HB2599,4,Passed,2016-03-25,"Authorizing the freight mobility strategic investment board to remove funding allocation for projects after a certain number of years without construction occurring.","Authorizing the freight mobility strategic investment board to remove funding allocation for projects after a certain number of years without construction occurring.",0,,2016-03-25,"Effective date 6/9/2016.",https://legiscan.com/WA/bill/HB2599/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2599&year=2015
822139,1152,HB2600,1,Introduced,2016-01-15,"Allowing the expansion of counties qualifying for the farm internship program, including certain southwest Washington counties.","Allowing the expansion of counties qualifying for the farm internship program, including certain southwest Washington counties.",938,"House Higher Education",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2600/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2600&year=2015
822212,1152,HB2601,1,Introduced,2016-01-15,"Restricting aggressive panhandling at public rest stops and rest areas.","Restricting aggressive panhandling at public rest stops and rest areas.",2763,"House Public Safety",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2601/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2601&year=2015
822263,1152,HB2602,1,Introduced,2016-01-15,"Addressing prescription drugs and capping consumer costs.","Addressing prescription drugs and capping consumer costs.",937,"House Health Care and Wellness",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2602/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2602&year=2015
821953,1152,HB2603,1,Introduced,2016-01-15,"Concerning firearms access by a person detained for involuntary mental health treatment.","Concerning firearms access by a person detained for involuntary mental health treatment.",940,"House Judiciary",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2603/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2603&year=2015
822309,1152,HB2604,2,Engrossed,2016-02-15,"Concerning disclosure of financial, commercial, and proprietary information of employees of private employers.","Concerning disclosure of financial, commercial, and proprietary information of employees of private employers.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2604/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2604&year=2015
822091,1152,HB2605,4,Passed,2016-03-31,"Creating a special permit by a manufacturer of beer to hold a private event for the purpose of tasting and selling beer of its own production.","Creating a special permit by a manufacturer of beer to hold a private event for the purpose of tasting and selling beer of its own production.",0,,2016-03-31,"Effective date 6/9/2016.",https://legiscan.com/WA/bill/HB2605/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2605&year=2015
822223,1152,HB2606,1,Introduced,2016-01-15,"Allowing physical therapists to perform dry needling.","Allowing physical therapists to perform dry needling.",937,"House Health Care and Wellness",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2606/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2606&year=2015
822391,1152,HB2607,1,Introduced,2016-01-15,"Concerning integrated student services and family engagement.","Concerning integrated student services and family engagement.",930,"House Education",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2607/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2607&year=2015
822217,1152,HB2608,1,Introduced,2016-01-15,"Concerning student and teacher data.","Concerning student and teacher data.",930,"House Education",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2608/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2608&year=2015
822332,1152,HB2609,1,Introduced,2016-01-15,"Concerning educator cultural competence.","Concerning educator cultural competence.",930,"House Education",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2609/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2609&year=2015
822276,1152,HB2610,2,Engrossed,2016-02-12,"Concerning county commissioner elections.","Concerning county commissioner elections.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2610/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2610&year=2015
822035,1152,HB2611,1,Introduced,2016-01-15,"Concerning vehicle weight limits for the movement of agricultural commodities.","Concerning vehicle weight limits for the movement of agricultural commodities.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2611/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2611&year=2015
822099,1152,HB2612,1,Introduced,2016-01-15,"Authorizing the termination of all legal responsibilities of a nonparent if genetic testing shows by clear and convincing evidence that a man is not the genetic father of a child.","Authorizing the termination of all legal responsibilities of a nonparent if genetic testing shows by clear and convincing evidence that a man is not the genetic father of a child.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2612/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2612&year=2015
822395,1152,HB2613,1,Introduced,2016-01-15,"Modifying retail sale and use tax exemptions for certain clean alternative fuel and electrically powered vehicles.","Modifying retail sale and use tax exemptions for certain clean alternative fuel and electrically powered vehicles.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2613/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2613&year=2015
822301,1152,HB2614,1,Introduced,2016-01-15,"Providing for flood risk reduction and habitat restoration projects in the state.","Providing for flood risk reduction and habitat restoration projects in the state.",925,"House Capital Budget",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2614/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2614&year=2015
822311,1152,HB2615,2,Engrossed,2016-02-12,"Improving student success at community and technical colleges by considering benefits of full-time faculty and staff.","Improving student success at community and technical colleges by considering benefits of full-time faculty and staff.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2615/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2615&year=2015
822381,1152,HB2616,1,Introduced,2016-01-18,"Concerning watershed management actions by watershed improvement districts.","Concerning watershed management actions by watershed improvement districts.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2616/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2616&year=2015
822367,1152,HB2617,1,Introduced,2016-01-18,"Authorizing political subdivisions to implement district-based elections.","Authorizing political subdivisions to implement district-based elections.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2617/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2617&year=2015
822108,1152,HB2618,1,Introduced,2016-01-18,"Concerning port district worker development and training programs.","Concerning port district worker development and training programs.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2618/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2618&year=2015
822273,1152,HB2619,2,Engrossed,2016-02-16,"Providing postsecondary education to enhance education opportunities and public safety.","Providing postsecondary education to enhance education opportunities and public safety.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2619/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2619&year=2015
822186,1152,HB2620,1,Introduced,2016-01-18,"Modifying administrative processes for the utilities and transportation commission in managing deposits and cost reimbursements of the energy facility site evaluation council.","Modifying administrative processes for the utilities and transportation commission in managing deposits and cost reimbursements of the energy facility site evaluation council.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2620/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2620&year=2015
822380,1152,HB2621,2,Engrossed,2016-02-10,"Concerning the department of early learning's access to records and personal information for purposes of determining character and suitability of child care workers.","Concerning the department of early learning's access to records and personal information for purposes of determining character and suitability of child care workers.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2621/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2621&year=2015
821975,1152,HB2622,1,Introduced,2016-01-18,"Creating the Washington effective licensing port and eliminating various occupational licensure and certification requirements.","Creating the Washington effective licensing port and eliminating various occupational licensure and certification requirements.",1735,"House Business & Financial Services",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2622/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2622&year=2015
822061,1152,HB2623,4,Passed,2016-04-01,"Concerning recounts of statewide advisory measures.","Concerning recounts of statewide advisory measures.",0,,2016-04-01,"Effective date 6/9/2016.",https://legiscan.com/WA/bill/HB2623/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2623&year=2015
822232,1152,HB2624,4,Passed,2016-03-31,"Concerning election errors involving measures.","Concerning election errors involving measures.",0,,2016-03-31,"Effective date 6/9/2016.",https://legiscan.com/WA/bill/HB2624/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2624&year=2015
822331,1152,HB2625,1,Introduced,2016-01-18,"Limiting the uses of the fire protection contractor license fund.","Limiting the uses of the fire protection contractor license fund.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2625/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2625&year=2015
821979,1152,HB2626,1,Introduced,2016-01-18,"Extending the term of validity for a driver's instruction permit.","Extending the term of validity for a driver's instruction permit.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2626/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2626&year=2015
822347,1152,HB2627,1,Introduced,2016-01-18,"Authorizing local governments to use a young driver safety training program created by the national safety council.","Authorizing local governments to use a young driver safety training program created by the national safety council.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2627/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2627&year=2015
822174,1152,HB2628,1,Introduced,2016-01-18,"Modifying the operating restrictions for intermediate license holders.","Modifying the operating restrictions for intermediate license holders.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2628/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2628&year=2015
822014,1152,HB2629,1,Introduced,2016-01-18,"Concerning the possession and transfer of marijuana, marijuana plants, useable marijuana, marijuana-infused products, and marijuana concentrates.","Concerning the possession and transfer of marijuana, marijuana plants, useable marijuana, marijuana-infused products, and marijuana concentrates.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2629/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2629&year=2015
822081,1152,HB2630,1,Introduced,2016-01-18,"Addressing the overpayment of wages by a municipal corporation.","Addressing the overpayment of wages by a municipal corporation.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2630/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2630&year=2015
822004,1152,HB2631,1,Introduced,2016-01-18,"Preventing discriminatory treatment by government of a person or entity based on beliefs and practices held with regard to marriage as the union between one man and one woman.","Preventing discriminatory treatment by government of a person or entity based on beliefs and practices held with regard to marriage as the union between one man and one woman.",940,"House Judiciary",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2631/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2631&year=2015
822193,1152,HB2632,2,Engrossed,2016-02-17,"Concerning gender requirements in the election of chair and vice chair positions for state committees of political parties.","Concerning gender requirements in the election of chair and vice chair positions for state committees of political parties.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2632/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2632&year=2015
822015,1152,HB2633,1,Introduced,2016-01-18,"Merging the department of agriculture's fruit and vegetable inspection districts and accounts.","Merging the department of agriculture's fruit and vegetable inspection districts and accounts.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2633/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2633&year=2015
822393,1152,HB2634,4,Passed,2016-03-31,"Modifying the powers and duties of the Washington dairy products commission to include research and education related to the economic uses of nutrients produced by dairy farms.","Modifying the powers and duties of the Washington dairy products commission to include research and education related to the economic uses of nutrients produced by dairy farms.",0,,2016-03-31,"Effective date 6/9/2016.",https://legiscan.com/WA/bill/HB2634/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2634&year=2015
822340,1152,HB2635,1,Introduced,2016-01-18,"Concerning the mandatory nonbinding arbitration provisions of the Washington state seed act.","Concerning the mandatory nonbinding arbitration provisions of the Washington state seed act.",923,"House Agriculture and Natural Resources",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2635/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2635&year=2015
822341,1152,HB2636,1,Introduced,2016-01-18,"Concerning recordkeeping requirements of secondary commercial fish receivers.","Concerning recordkeeping requirements of secondary commercial fish receivers.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2636/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2636&year=2015
822384,1152,HB2637,4,Passed,2016-03-31,"Creating the Washington state historic cemetery preservation capital grant program.","Creating the Washington state historic cemetery preservation capital grant program.",0,,2016-03-31,"Effective date 6/9/2016.",https://legiscan.com/WA/bill/HB2637/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2637&year=2015
822376,1152,HB2638,1,Introduced,2016-01-18,"Providing accountability and transparency for aerospace-related tax incentives.","Providing accountability and transparency for aerospace-related tax incentives.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2638/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2638&year=2015
822117,1152,HB2639,2,Engrossed,2016-02-10,"Increasing the safety of school bus riders.","Increasing the safety of school bus riders.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2639/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2639&year=2015
822213,1152,HB2640,1,Introduced,2016-01-18,"Concerning public funds and deposits.","Concerning public funds and deposits.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2640/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2640&year=2015
822155,1152,HB2641,1,Introduced,2016-01-18,"Increasing the number of wineries and microbreweries that may offer wine or beer samples at farmers markets.","Increasing the number of wineries and microbreweries that may offer wine or beer samples at farmers markets.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2641/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2641&year=2015
822023,1152,HB2642,1,Introduced,2016-01-18,"Providing small winery tax relief.","Providing small winery tax relief.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2642/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2642&year=2015
822182,1152,HB2643,1,Introduced,2016-01-18,"Concerning school district boards of directors adopting procedures to implement a policy.","Concerning school district boards of directors adopting procedures to implement a policy.",930,"House Education",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2643/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2643&year=2015
822188,1152,HB2644,4,Passed,2016-04-01,"Concerning animal forfeiture in animal cruelty cases.","Concerning animal forfeiture in animal cruelty cases.",0,,2016-04-01,"Effective date 6/9/2016.",https://legiscan.com/WA/bill/HB2644/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2644&year=2015
822147,1152,HB2645,1,Introduced,2016-01-18,"Eliminating accounts.","Eliminating accounts.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2645/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2645&year=2015
822000,1152,HB2646,1,Introduced,2016-01-18,"Addressing plan membership default provisions in the public employees' retirement system, the teachers' retirement system, and the school employees' retirement system.","Addressing plan membership default provisions in the public employees' retirement system, the teachers' retirement system, and the school employees' retirement system.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2646/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2646&year=2015
822349,1152,HB2647,2,Engrossed,2016-02-15,"Disposing tax foreclosed property to cities for affordable housing purposes.","Disposing tax foreclosed property to cities for affordable housing purposes.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2647/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2647&year=2015
822293,1152,HB2648,2,Engrossed,2016-02-11,"Providing for an exemption from disclosure of certain financial, commercial, and proprietary information held by a city retirement board on behalf of its employees' retirement system.","Providing for an exemption from disclosure of certain financial, commercial, and proprietary information held by a city retirement board on behalf of its employees' retirement system.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2648/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2648&year=2015
822152,1152,HB2649,1,Introduced,2016-01-18,"Concerning rail fixed guideway system safety and security oversight.","Concerning rail fixed guideway system safety and security oversight.",946,"House Transportation",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2649/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2649&year=2015
822249,1152,HB2650,1,Introduced,2016-01-18,"Concerning the deposit of moneys from various advertising activities.","Concerning the deposit of moneys from various advertising activities.",946,"House Transportation",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2650/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2650&year=2015
821984,1152,HB2651,4,Passed,2016-03-25,"Concerning vehicle maximum gross weight values.","Concerning vehicle maximum gross weight values.",0,,2016-03-25,"Effective date 6/9/2016.",https://legiscan.com/WA/bill/HB2651/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2651&year=2015
822323,1152,HB2652,1,Introduced,2016-01-18,"Concerning the maintenance and disclosure of health care declarations.","Concerning the maintenance and disclosure of health care declarations.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2652/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2652&year=2015
822243,1152,HB2653,1,Introduced,2016-01-18,"Concerning the excise taxation of personalized handguns.","Concerning the excise taxation of personalized handguns.",933,"House Finance",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2653/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2653&year=2015
822334,1152,HB2654,1,Introduced,2016-01-18,"Concerning the reliability of incentivized evidence and testimony.","Concerning the reliability of incentivized evidence and testimony.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2654/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2654&year=2015
822088,1152,HB2655,1,Introduced,2016-01-18,"Concerning the excise taxation of crowdfunding donations.","Concerning the excise taxation of crowdfunding donations.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB2655/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2655&year=2015
