0,1,2
HB1336,1718,Passed
HB1337,1718,Passed
HB1338,1718,Passed
HB1340,1718,Engrossed
HB1341,1718,Passed
HB1342,1718,Introduced
HB1344,1718,Passed
HB1346,1718,Passed
HB1348,1718,Introduced
HB1351,1718,Passed
HB1355,1718,Introduced
HB1357,1718,Engrossed
HB1359,1718,Engrossed
HB1363,1718,Introduced
HB1368,1718,Introduced
HB1370,1718,Introduced
HB1371,1718,Engrossed
HB1372,1718,Introduced
HB1375,1718,Passed
HB1376,1718,Introduced
HB1377,1718,Passed
HB1380,1718,Introduced
HB1382,1718,Introduced
HB1384,1718,Engrossed
HB1385,1718,Introduced
HB1386,1718,Introduced
HB1387,1718,Introduced
HB1388,1718,Passed
HB1389,1718,Introduced
HB1390,1718,Introduced
HB1391,1718,Introduced
HB1392,1718,Introduced
HB1394,1718,Introduced
HB1395,1718,Passed
HB1397,1718,Introduced
HB1398,1718,Introduced
HB1399,1718,Introduced
HB1401,1718,Passed
HB1402,1718,Passed
HB1405,1718,Introduced
HB1406,1718,Passed
HB1407,1718,Introduced
HB1408,1718,Introduced
HB1410,1718,Introduced
HB1412,1718,Introduced
HB1413,1718,Engrossed
HB1415,1718,Introduced
HB1416,1718,Introduced
HB1417,1718,Passed
HB1418,1718,Introduced
HB1419,1718,Introduced
HB1420,1718,Passed
HB1422,1718,Introduced
HB1424,1718,Introduced
HB1426,1718,Engrossed
HB1427,1718,Passed
HB1428,1718,Introduced
HB1429,1718,Introduced
HB1431,1718,Passed
HB1432,1718,Engrossed
HB1433,1718,Passed
HB1434,1718,Passed
HB1436,1718,Introduced
HB1437,1718,Engrossed
HB1440,1718,Engrossed
HB1443,1718,Introduced
HB1444,1718,Passed
HB1445,1718,Passed
HB1447,1718,Introduced
HB1450,1718,Passed
HB1451,1718,Introduced
HB1452,1718,Passed
HB1453,1718,Introduced
HB1458,1718,Introduced
HB1459,1718,Introduced
HB1460,1718,Introduced
HB1461,1718,Introduced
HB1462,1718,Passed
HB1464,1718,Passed
HB1465,1718,Passed
HB1468,1718,Engrossed
HB1469,1718,Introduced
HB1470,1718,Engrossed
HB1471,1718,Introduced
HB1472,1718,Engrossed
HB1473,1718,Introduced
HB1474,1718,Introduced
HB1476,1718,Engrossed
HB1477,1718,Passed
HB1479,1718,Introduced
HB1481,1718,Passed
HB1482,1718,Passed
HB1483,1718,Introduced
HB1484,1718,Introduced
HB1486,1718,Introduced
HB1488,1718,Passed
HB1489,1718,Passed
HB1490,1718,Passed
HB1492,1718,Engrossed
HB1493,1718,Passed
HB1496,1718,Introduced
HB1498,1718,Introduced
HB1499,1718,Passed
HB1501,1718,Passed
HB1502,1718,Engrossed
HB1503,1718,Passed
HB1504,1718,Vetoed
HB1505,1718,Introduced
HB1506,1718,Passed
HB1507,1718,Passed
HB1508,1718,Passed
HB1510,1718,Engrossed
HB1511,1718,Introduced
HB1512,1718,Engrossed
HB1513,1718,Passed
HB1515,1718,Passed
HB1516,1718,Introduced
HB1517,1718,Introduced
HB1518,1718,Introduced
HB1520,1718,Passed
HB1521,1718,Passed
HB1522,1718,Introduced
HB1523,1718,Passed
HB1527,1718,Introduced
HB1529,1718,Introduced
HB1532,1718,Engrossed
HB1533,1718,Introduced
HB1535,1718,Introduced
HB1538,1718,Passed
HB1541,1718,Engrossed
HB1543,1718,Passed
HB1546,1718,Introduced
HB1547,1718,Passed
HB1548,1718,Passed
HB1549,1718,Introduced
HB1550,1718,Introduced
HB1551,1718,Engrossed
HB1553,1718,Introduced
HB1554,1718,Introduced
HB1556,1718,Introduced
HB1559,1718,Engrossed
HB1560,1718,Engrossed
HB1561,1718,Passed
HB1562,1718,Engrossed
HB1563,1718,Introduced
HB1564,1718,Introduced
HB1565,1718,Introduced
HB1566,1718,Engrossed
HB1570,1718,Passed
HB1571,1718,Engrossed
HB1573,1718,Introduced
HB1577,1718,Introduced
HB1578,1718,Vetoed
HB1579,1718,Introduced
HB1580,1718,Introduced
HB1584,1718,Engrossed
HB1586,1718,Engrossed
HB1587,1718,Introduced
HB1589,1718,Introduced
HB1591,1718,Introduced
HB1592,1718,Introduced
HB1593,1718,Passed
HB1594,1718,Passed
HB1597,1718,Passed
HB1598,1718,Introduced
HB1599,1718,Introduced
HB1601,1718,Introduced
HB1603,1718,Engrossed
HB1605,1718,Passed
HB1608,1718,Introduced
HB1612,1718,Passed
HB1614,1718,Passed
HB1615,1718,Passed
HB1616,1718,Passed
HB1617,1718,Introduced
HB1618,1718,Engrossed
HB1619,1718,Introduced
HB1621,1718,Introduced
HB1622,1718,Passed
HB1627,1718,Engrossed
HB1628,1718,Introduced
HB1630,1718,Passed
HB1631,1718,Introduced
HB1632,1718,Introduced
HB1633,1718,Introduced
HB1634,1718,Introduced
HB1638,1718,Introduced
HB1639,1718,Introduced
HB1640,1718,Engrossed
HB1642,1718,Introduced
HB1643,1718,Introduced
HB1644,1718,Introduced
HB1645,1718,Introduced
HB1646,1718,Introduced
HB1647,1718,Introduced
HB1648,1718,Passed
HB1651,1718,Introduced
HB1652,1718,Introduced
HB1653,1718,Introduced
HB1654,1718,Passed
HB1655,1718,Engrossed
HB1657,1718,Introduced
HB1659,1718,Introduced
HB1660,1718,Introduced
HB1661,1718,Passed
HB1663,1718,Introduced
HB1664,1718,Introduced
HB1666,1718,Introduced
HB1667,1718,Introduced
HB1669,1718,Introduced
HB1673,1718,Passed
HB1675,1718,Introduced
HB1676,1718,Passed
HB1677,1718,Passed
HB1679,1718,Introduced
HB1684,1718,Introduced
HB1687,1718,Introduced
HB1688,1718,Introduced
HB1691,1718,Introduced
HB1692,1718,Introduced
HB1693,1718,Introduced
HB1694,1718,Introduced
HB1696,1718,Introduced
HB1697,1718,Introduced
HB1700,1718,Introduced
HB1701,1718,Introduced
HB1702,1718,Introduced
HB1703,1718,Introduced
HB1704,1718,Introduced
HB1705,1718,Introduced
HB1706,1718,Introduced
HB1708,1718,Introduced
HB1710,1718,Introduced
HB1711,1718,Passed
HB1712,1718,Introduced
HB1713,1718,Passed
HB1715,1718,Engrossed
HB1718,1718,Passed
HB1720,1718,Introduced
HB1721,1718,Passed
HB1722,1718,Passed
HB1723,1718,Passed
HB1724,1718,Introduced
HB1725,1718,Introduced
HB1726,1718,Introduced
HB1727,1718,Introduced
HB1729,1718,Introduced
HB1730,1718,Introduced
HB1731,1718,Introduced
HB1732,1718,Passed
HB1733,1718,Engrossed
HB1734,1718,Passed
HB1735,1718,Introduced
HB1736,1718,Introduced
HB1737,1718,Introduced
HB1738,1718,Passed
HB1739,1718,Passed
HB1741,1718,Passed
HB1742,1718,Passed
HB1743,1718,Introduced
HB1744,1718,Introduced
HB1745,1718,Introduced
HB1746,1718,Introduced
HB1748,1718,Introduced
HB1750,1718,Introduced
HB1751,1718,Engrossed
HB1753,1718,Engrossed
HB1756,1718,Introduced
HB1759,1718,Introduced
HB1763,1718,Engrossed
HB1764,1718,Introduced
HB1766,1718,Introduced
HB1767,1718,Introduced
HB1768,1718,Introduced
HB1769,1718,Introduced
HB1770,1718,Introduced
HB1773,1718,Introduced
HB1774,1718,Introduced
HB1775,1718,Introduced
HB1776,1718,Introduced
HB1777,1718,Passed
HB1780,1718,Introduced
HB1782,1718,Engrossed
HB1783,1718,Passed
HB1784,1718,Introduced
HB1786,1718,Introduced
HB1788,1718,Introduced
HB1789,1718,Engrossed
HB1791,1718,Introduced
HB1793,1718,Introduced
HB1795,1718,Engrossed
HB1796,1718,Engrossed
HB1797,1718,Introduced
HB1798,1718,Introduced
HB1799,1718,Introduced
HB1800,1718,Engrossed
HB1801,1718,Introduced
HB1805,1718,Introduced
HB1806,1718,Engrossed
HB1807,1718,Engrossed
HB1808,1718,Passed
HB1809,1718,Passed
HB1810,1718,Introduced
HB1811,1718,Introduced
HB1812,1718,Introduced
HB1813,1718,Passed
HB1814,1718,Passed
HB1815,1718,Passed
HB1816,1718,Passed
HB1817,1718,Introduced
HB1824,1718,Engrossed
HB1825,1718,Engrossed
HB1827,1718,Engrossed
HB1831,1718,Passed
HB1833,1718,Engrossed
HB1835,1718,Engrossed
HB1837,1718,Introduced
HB1838,1718,Passed
HB1839,1718,Introduced
HB1840,1718,Introduced
HB1841,1718,Introduced
HB1842,1718,Introduced
HB1843,1718,Engrossed
HB1844,1718,Engrossed
HB1846,1718,Introduced
HB1847,1718,Introduced
HB1850,1718,Introduced
HB1851,1718,Engrossed
HB1852,1718,Introduced
HB1854,1718,Introduced
HB1857,1718,Engrossed
HB1858,1718,Engrossed
HB1860,1718,Introduced
HB1861,1718,Engrossed
HB1862,1718,Introduced
HB1865,1718,Introduced
HB1867,1718,Passed
HB1868,1718,Introduced
HB1869,1718,Introduced
HB1873,1718,Introduced
HB1874,1718,Introduced
HB1878,1718,Introduced
HB1879,1718,Introduced
HB1880,1718,Introduced
HB1881,1718,Introduced
HB1883,1718,Introduced
HB1884,1718,Engrossed
HB1885,1718,Introduced
HB1888,1718,Introduced
HB1889,1718,Passed
HB1893,1718,Engrossed
HB1895,1718,Introduced
HB1896,1718,Passed
HB1897,1718,Introduced
HB1900,1718,Introduced
HB1901,1718,Introduced
HB1903,1718,Introduced
HB1904,1718,Introduced
HB1905,1718,Vetoed
HB1909,1718,Introduced
HB1913,1718,Engrossed
HB1918,1718,Introduced
HB1919,1718,Introduced
HB1920,1718,Introduced
HB1923,1718,Introduced
HB1931,1718,Passed
HB1933,1718,Introduced
HB1938,1718,Introduced
HB1941,1718,Introduced
HB1946,1718,Introduced
HB1948,1718,Introduced
HB1949,1718,Introduced
HB1956,1718,Introduced
HB1958,1718,Engrossed
HB1961,1718,Introduced
HB1963,1718,Introduced
HB1965,1718,Passed
HB1968,1718,Introduced
HB1975,1718,Introduced
HB1980,1718,Engrossed
HB1988,1718,Passed
HB1989,1718,Introduced
HB1991,1718,Engrossed
HB1999,1718,Introduced
HB2001,1718,Engrossed
HB2009,1718,Passed
HB2015,1718,Passed
HB2017,1718,Introduced
HB2018,1718,Introduced
HB2021,1718,Engrossed
HB2023,1718,Engrossed
HB2027,1718,Introduced
HB2028,1718,Introduced
HB2033,1718,Introduced
HB2034,1718,Introduced
HB2035,1718,Engrossed
HB2036,1718,Introduced
HB2037,1718,Passed
HB2038,1718,Passed
HB2039,1718,Introduced
HB2042,1718,Introduced
HB2045,1718,Introduced
HB2047,1718,Introduced
HB2048,1718,Introduced
HB2050,1718,Introduced
HB2051,1718,Introduced
HB2052,1718,Passed
HB2053,1718,Introduced
HB2057,1718,Passed
HB2063,1718,Introduced
HB2064,1718,Passed
HB2071,1718,Introduced
HB2074,1718,Introduced
HB2075,1718,Introduced
HB2076,1718,Introduced
HB2077,1718,Introduced
HB2078,1718,Introduced
HB2091,1718,Introduced
HB2096,1718,Introduced
HB2097,1718,Passed
HB2098,1718,Engrossed
HB2107,1718,Engrossed
HB2112,1718,Introduced
HB2114,1718,Engrossed
HB2115,1718,Introduced
HB2119,1718,Introduced
HB2124,1718,Introduced
HB2131,1718,Introduced
HB2132,1718,Introduced
HB2144,1718,Introduced
HB2145,1718,Introduced
HB2146,1718,Introduced
HB2148,1718,Introduced
HB2152,1718,Introduced
HB2157,1718,Introduced
HB2158,1718,Introduced
HB2161,1718,Introduced
HB2167,1718,Introduced
HB2182,1718,Engrossed
HB2184,1718,Introduced
HB2185,1718,Introduced
HB2186,1718,Introduced
HB2200,1718,Engrossed
HB2201,1718,Engrossed
HB2204,1718,Introduced
HB2221,1718,Introduced
HB2222,1718,Passed
HB2224,1718,Passed
HB2226,1718,Introduced
HB2239,1718,
HB2240,1718,Introduced
HB2241,1718,Introduced
HB2242,1718,Passed
HB2248,1718,Introduced
HB2277,1718,Introduced
HB2278,1718,Introduced
HB2279,1718,Introduced
HB2282,1718,Passed
HB2284,1718,Introduced
HB2285,1718,Passed
HB2288,1718,Engrossed
HB2293,1718,Introduced
HB2296,1718,Engrossed
HB2297,1718,Introduced
HB2299,1718,Introduced
HB2300,1718,Introduced
HB2304,1718,Introduced
HB2307,1718,Passed
HB2310,1718,Introduced
HB2311,1718,Engrossed
HB2312,1718,Introduced
HB2319,1718,Introduced
HB2322,1718,Passed
HB2325,1718,Introduced
HB2327,1718,Engrossed
HB2328,1718,Introduced
HB2330,1718,Introduced
HB2332,1718,Engrossed
HB2335,1718,Engrossed
HB2336,1718,Introduced
HB2337,1718,Introduced
HB2338,1718,Introduced
HB2340,1718,Introduced
HB2343,1718,Engrossed
HB2352,1718,Introduced
HB2354,1718,Introduced
HB2355,1718,Introduced
HB2356,1718,Passed
HB2357,1718,Introduced
HB2359,1718,Introduced
HB2360,1718,Engrossed
HB2362,1718,Engrossed
HB2363,1718,Engrossed
HB2364,1718,Introduced
HB2367,1718,Passed
HB2372,1718,Introduced
HB2374,1718,Engrossed
HB2376,1718,Introduced
HB2378,1718,Introduced
HB2380,1718,Introduced
HB2389,1718,Introduced
HB2396,1718,Engrossed
HB2400,1718,Introduced
HB2401,1718,Introduced
HB2403,1718,Introduced
HB2405,1718,Introduced
HB2406,1718,Passed
HB2408,1718,Passed
HB2410,1718,Introduced
HB2411,1718,Introduced
HB2412,1718,Introduced
HB2413,1718,Introduced
HB2415,1718,Engrossed
HB2417,1718,Introduced
HB2419,1718,Engrossed
HB2420,1718,Engrossed
HB2422,1718,Introduced
HB2426,1718,Introduced
HB2437,1718,Engrossed
HB2438,1718,Introduced
HB2442,1718,Introduced
HB2443,1718,Passed
HB2444,1718,Passed
HB2451,1718,Introduced
HB2452,1718,Introduced
HB2453,1718,Introduced
HB2455,1718,Introduced
HB2456,1718,Engrossed
HB2461,1718,Introduced
HB2462,1718,Introduced
HB2464,1718,Introduced
HB2467,1718,Introduced
HB2468,1718,Passed
HB2477,1718,Introduced
HB2482,1718,Introduced
HB2484,1718,Introduced
HB2486,1718,Introduced
HB2489,1718,Engrossed
HB2492,1718,Introduced
HB2496,1718,Introduced
HB2498,1718,Introduced
HB2502,1718,Introduced
HB2511,1718,Introduced
HB2512,1718,Introduced
HB2515,1718,Passed
HB2517,1718,Passed
HB2518,1718,Introduced
HB2520,1718,Introduced
HB2521,1718,Introduced
HB2528,1718,Passed
HB2529,1718,Engrossed
HB2532,1718,Introduced
HB2541,1718,Engrossed
HB2549,1718,Introduced
HB2550,1718,Introduced
HB2555,1718,Introduced
HB2559,1718,Introduced
HB2561,1718,Passed
HB2564,1718,Introduced
HB2565,1718,Engrossed
HB2567,1718,Engrossed
HB2568,1718,Introduced
HB2570,1718,Engrossed
HB2573,1718,Introduced
HB2575,1718,Introduced
HB2576,1718,Passed
HB2587,1718,Introduced
HB2588,1718,Introduced
HB2591,1718,Introduced
HB2592,1718,Introduced
HB2595,1718,Passed
HB2597,1718,Passed
HB2607,1718,Introduced
HB2614,1718,Introduced
HB2619,1718,Introduced
HB2620,1718,Introduced
HB2621,1718,Introduced
HB2624,1718,Introduced
HB2625,1718,Introduced
HB2633,1718,Introduced
HB2638,1718,Passed
HB2639,1718,Passed
HB2640,1718,Introduced
HB2645,1718,Introduced
HB2646,1718,Introduced
HB2652,1718,Introduced
HB2653,1718,Engrossed
HB2656,1718,Introduced
HB2661,1718,Passed
HB2662,1718,Introduced
HB2666,1718,Introduced
HB2667,1718,Passed
HB2668,1718,Introduced
HB2669,1718,Passed
HB2673,1718,Introduced
HB2676,1718,Introduced
HB2679,1718,Introduced
HB2680,1718,Introduced
HB2688,1718,Introduced
HB2696,1718,Passed
HB2701,1718,Passed
HB2702,1718,Passed
HB2703,1718,Passed
HB2708,1718,Introduced
HB2710,1718,Engrossed
HB2711,1718,Introduced
HB2712,1718,Engrossed
HB2713,1718,Introduced
HB2716,1718,Introduced
HB2719,1718,Introduced
HB2720,1718,Introduced
HB2722,1718,Introduced
HB2734,1718,Introduced
HB2737,1718,Introduced
HB2740,1718,Introduced
HB2742,1718,Introduced
HB2744,1718,Introduced
HB2746,1718,Introduced
HB2748,1718,Engrossed
HB2750,1718,Passed
HB2751,1718,Passed
HB2757,1718,Engrossed
HB2758,1718,Introduced
HB2763,1718,Introduced
HB2768,1718,Introduced
HB2773,1718,Introduced
HB2777,1718,Passed
HB2779,1718,Passed
HB2780,1718,Introduced
HB2781,1718,Introduced
HB2782,1718,Introduced
HB2784,1718,Introduced
HB2786,1718,Passed
HB2787,1718,Introduced
HB2793,1718,Introduced
HB2796,1718,Introduced
HB2797,1718,Introduced
HB2803,1718,Introduced
HB2804,1718,Introduced
HB2815,1718,Introduced
HB2816,1718,Passed
HB2817,1718,Engrossed
HB2821,1718,Engrossed
HB2822,1718,Passed
HB2825,1718,Introduced
HB2828,1718,Introduced
HB2832,1718,Engrossed
HB2836,1718,Engrossed
HB2850,1718,Introduced
HB2852,1718,Introduced
HB2856,1718,Introduced
HB2862,1718,Introduced
HB2870,1718,Introduced
HB2890,1718,Introduced
HB2892,1718,Passed
HB2895,1718,Introduced
HB2900,1718,Introduced
HB2903,1718,Introduced
HB2905,1718,Introduced
HB2907,1718,Engrossed
HB2915,1718,Introduced
HB2929,1718,Introduced
HB2931,1718,Introduced
HB2938,1718,Passed
HB2944,1718,Introduced
HB2945,1718,Introduced
HB2948,1718,Passed
HB2957,1718,Passed
HB2963,1718,Introduced
HB2967,1718,Introduced
HB2970,1718,Passed
HB2995,1718,Introduced
HB2997,1718,Introduced
HB3003,1718,Passed
SB5000,1718,Introduced
SB5001,1718,Engrossed
SB5002,1718,Introduced
SB5003,1718,Introduced
SB5004,1718,Introduced
SB5005,1718,Introduced
SB5006,1718,Introduced
SB5008,1718,Passed
SB5009,1718,Introduced
SB5010,1718,Engrossed
SB5011,1718,Passed
SB5012,1718,Passed
SB5013,1718,Engrossed
SB5014,1718,Engrossed
SB5015,1718,Introduced
SB5016,1718,Engrossed
SB5018,1718,Passed
SB5019,1718,Introduced
SB5020,1718,Passed
SB5021,1718,Engrossed
SB5022,1718,Passed
SB5024,1718,Introduced
SB5025,1718,Introduced
SB5026,1718,Introduced
SB5027,1718,Introduced
SB5028,1718,Passed
SB5029,1718,Introduced
SB5030,1718,Passed
SB5032,1718,Introduced
SB5033,1718,Engrossed
SB5034,1718,Engrossed
SB5036,1718,Passed
SB5037,1718,Passed
SB5038,1718,Engrossed
SB5039,1718,Passed
SB5040,1718,Passed
SB5042,1718,Passed
SB5043,1718,Introduced
SB5044,1718,Introduced
SB5045,1718,Introduced
SB5046,1718,Passed
SB5047,1718,Introduced
SB5048,1718,Engrossed
SB5049,1718,Passed
SB5050,1718,Introduced
SB5051,1718,Passed
SB5052,1718,Introduced
SB5054,1718,Introduced
SB5056,1718,Introduced
SB5057,1718,Introduced
SB5059,1718,Engrossed
SB5060,1718,Introduced
SB5061,1718,Introduced
SB5062,1718,Introduced
SB5063,1718,Introduced
SB5064,1718,Passed
SB5065,1718,Introduced
SB5066,1718,Engrossed
SB5068,1718,Engrossed
SB5069,1718,Passed
SB5070,1718,Engrossed
SB5073,1718,Introduced
SB5074,1718,Engrossed
SB5075,1718,Passed
SB5076,1718,Introduced
SB5078,1718,Introduced
SB5080,1718,Engrossed
SB5082,1718,Introduced
SB5083,1718,Passed
SB5085,1718,Passed
SB5086,1718,Engrossed
SB5087,1718,Engrossed
SB5088,1718,Introduced
SB5090,1718,Introduced
SB5091,1718,Engrossed
SB5092,1718,Introduced
SB5093,1718,Introduced
SB5094,1718,Introduced
SB5095,1718,Introduced
SB5096,1718,Passed
SB5097,1718,Passed
SB5098,1718,Introduced
SB5101,1718,Introduced
SB5102,1718,Introduced
SB5103,1718,Introduced
SB5104,1718,Engrossed
SB5106,1718,Passed
SB5107,1718,Passed
SB5108,1718,Engrossed
SB5109,1718,Introduced
SB5110,1718,Introduced
SB5111,1718,Introduced
SB5112,1718,Introduced
SB5114,1718,Introduced
SB5115,1718,Introduced
SB5116,1718,Introduced
SB5117,1718,Introduced
SB5120,1718,Introduced
SB5122,1718,Passed
SB5123,1718,Introduced
SB5125,1718,Passed
SB5126,1718,Engrossed
SB5127,1718,Introduced
SB5128,1718,Passed
SB5129,1718,Passed
SB5130,1718,Passed
SB5131,1718,Passed
SB5132,1718,Engrossed
SB5133,1718,Passed
SB5134,1718,Introduced
SB5137,1718,Introduced
SB5138,1718,Passed
SB5139,1718,Introduced
SB5140,1718,Introduced
SB5141,1718,Engrossed
SB5142,1718,Passed
SB5143,1718,Passed
SB5144,1718,Passed
SB5145,1718,Engrossed
SB5146,1718,Engrossed
SB5148,1718,Introduced
SB5149,1718,Introduced
SB5150,1718,Introduced
SB5153,1718,Introduced
SB5154,1718,Engrossed
SB5155,1718,Introduced
SB5160,1718,Introduced
SB5162,1718,Passed
SB5163,1718,Introduced
SB5166,1718,Introduced
SB5169,1718,Introduced
SB5170,1718,Engrossed
SB5171,1718,Introduced
SB5172,1718,Introduced
SB5174,1718,Introduced
SB5175,1718,Introduced
SB5177,1718,Passed
SB5178,1718,Introduced
SB5179,1718,Passed
SB5181,1718,Introduced
SB5182,1718,Introduced
SB5183,1718,Introduced
SB5184,1718,Introduced
SB5185,1718,Passed
SB5186,1718,Engrossed
SB5187,1718,Passed
SB5188,1718,Introduced
SB5190,1718,Engrossed
SB5191,1718,Introduced
SB5192,1718,Introduced
SB5193,1718,Introduced
SB5194,1718,Introduced
SB5195,1718,Introduced
SB5196,1718,Passed
SB5198,1718,Passed
SB5199,1718,Introduced
SB5200,1718,Passed
SB5201,1718,Engrossed
SB5202,1718,Introduced
SB5203,1718,Introduced
SB5204,1718,Introduced
SB5205,1718,Engrossed
SB5206,1718,Introduced
SB5207,1718,Passed
SB5209,1718,Introduced
SB5210,1718,Introduced
SB5212,1718,Engrossed
SB5213,1718,Passed
SB5214,1718,Engrossed
SB5215,1718,Introduced
SB5216,1718,Introduced
SB5217,1718,Introduced
SB5218,1718,Introduced
SB5219,1718,Introduced
SB5223,1718,Engrossed
SB5224,1718,Introduced
SB5225,1718,Introduced
SB5226,1718,Introduced
SB5227,1718,Passed
SB5228,1718,Engrossed
SB5229,1718,Introduced
SB5230,1718,Engrossed
SB5231,1718,Introduced
SB5232,1718,Engrossed
SB5235,1718,Passed
SB5236,1718,Engrossed
SB5237,1718,Passed
SB5238,1718,Introduced
SB5239,1718,Engrossed
SB5241,1718,Passed
SB5242,1718,Introduced
SB5243,1718,Introduced
SB5249,1718,Introduced
SB5251,1718,Passed
SB5253,1718,Introduced
SB5254,1718,Passed
SB5256,1718,Passed
SB5258,1718,Passed
SB5259,1718,Introduced
SB5262,1718,Passed
SB5263,1718,Engrossed
SB5267,1718,Introduced
SB5268,1718,Passed
SB5269,1718,Engrossed
SB5270,1718,Passed
SB5271,1718,Introduced
SB5272,1718,Passed
SB5273,1718,Introduced
SB5274,1718,Passed
SB5276,1718,Introduced
SB5277,1718,Passed
SB5278,1718,Introduced
SB5280,1718,Engrossed
SB5281,1718,Engrossed
SB5284,1718,Introduced
SB5286,1718,Engrossed
SB5287,1718,Introduced
SB5288,1718,Passed
SB5290,1718,Introduced
SB5292,1718,Introduced
SB5293,1718,Vetoed
SB5294,1718,Engrossed
SB5295,1718,Introduced
SB5296,1718,Introduced
SB5297,1718,Introduced
SB5299,1718,Introduced
SB5300,1718,Engrossed
SB5302,1718,Introduced
SB5311,1718,Introduced
SB5313,1718,Introduced
SB5314,1718,Introduced
SB5315,1718,Engrossed
SB5317,1718,Introduced
SB5318,1718,Introduced
SB5319,1718,Engrossed
SB5320,1718,Introduced
SB5321,1718,Introduced
SB5322,1718,Passed
SB5323,1718,Introduced
SB5324,1718,Introduced
SB5325,1718,Engrossed
SB5326,1718,Introduced
SB5327,1718,Passed
SB5330,1718,Introduced
SB5331,1718,Passed
SB5333,1718,Engrossed
SB5336,1718,Passed
SB5339,1718,Engrossed
SB5340,1718,Engrossed
SB5342,1718,Engrossed
SB5343,1718,Passed
SB5344,1718,Introduced
SB5345,1718,Introduced
SB5347,1718,Passed
SB5350,1718,Introduced
SB5351,1718,Introduced
SB5352,1718,Introduced
SB5353,1718,Introduced
SB5354,1718,Introduced
SB5355,1718,Introduced
SB5356,1718,Passed
SB5357,1718,Passed
SB5358,1718,Passed
SB5359,1718,Passed
SB5360,1718,Introduced
SB5362,1718,Engrossed
SB5363,1718,Introduced
SB5364,1718,Introduced
SB5365,1718,Introduced
SB5366,1718,Passed
SB5368,1718,Introduced
SB5371,1718,Introduced
SB5373,1718,Introduced
SB5375,1718,Passed
SB5376,1718,Engrossed
SB5377,1718,Introduced
SB5378,1718,Engrossed
SB5379,1718,Introduced
SB5380,1718,Introduced
SB5383,1718,Introduced
SB5384,1718,Introduced
SB5385,1718,Introduced
SB5386,1718,Introduced
SB5387,1718,Introduced
SB5389,1718,Introduced
SB5390,1718,Introduced
SB5392,1718,Introduced
SB5393,1718,Engrossed
SB5394,1718,Engrossed
SB5395,1718,Introduced
SB5396,1718,Introduced
SB5397,1718,Engrossed
SB5399,1718,Engrossed
SB5400,1718,Introduced
SB5401,1718,Introduced
SB5402,1718,Passed
SB5403,1718,Engrossed
SB5406,1718,Introduced
SB5407,1718,Engrossed
SB5408,1718,Engrossed
SB5409,1718,Introduced
SB5411,1718,Introduced
SB5412,1718,Introduced
SB5415,1718,Introduced
SB5417,1718,Introduced
SB5418,1718,Introduced
SB5421,1718,Introduced
SB5423,1718,Introduced
SB5426,1718,Engrossed
SB5427,1718,Introduced
SB5428,1718,Introduced
SB5430,1718,Engrossed
SB5431,1718,Engrossed
SB5433,1718,Engrossed
SB5434,1718,Introduced
SB5435,1718,Passed
SB5437,1718,Passed
SB5438,1718,Engrossed
SB5439,1718,Engrossed
SB5440,1718,Introduced
SB5441,1718,Introduced
SB5442,1718,Engrossed
SB5443,1718,Engrossed
SB5444,1718,Introduced
SB5445,1718,Engrossed
SB5446,1718,Introduced
SB5447,1718,Introduced
SB5448,1718,Engrossed
SB5449,1718,Passed
SB5450,1718,Passed
SB5453,1718,Engrossed
SB5454,1718,Passed
SB5456,1718,Engrossed
SB5457,1718,Introduced
SB5462,1718,Introduced
SB5463,1718,Introduced
SB5465,1718,Engrossed
SB5466,1718,Introduced
SB5467,1718,Introduced
SB5472,1718,Passed
SB5474,1718,Passed
SB5476,1718,Introduced
SB5477,1718,Introduced
SB5478,1718,Introduced
SB5482,1718,Introduced
SB5483,1718,Introduced
SB5486,1718,Introduced
SB5487,1718,Introduced
SB5489,1718,Introduced
SB5491,1718,Introduced
SB5492,1718,Introduced
SB5493,1718,Passed
SB5495,1718,Introduced
SB5496,1718,Introduced
SB5497,1718,Introduced
SB5498,1718,Introduced
SB5499,1718,Introduced
SB5500,1718,Engrossed
SB5503,1718,Introduced
SB5504,1718,Introduced
SB5506,1718,Introduced
SB5507,1718,Introduced
SB5508,1718,Engrossed
SB5511,1718,Introduced
SB5513,1718,Engrossed
SB5514,1718,Passed
SB5517,1718,Passed
SB5518,1718,Passed
SB5522,1718,Passed
SB5525,1718,Engrossed
SB5526,1718,Introduced
SB5527,1718,Introduced
SB5528,1718,Introduced
SB5532,1718,Introduced
SB5533,1718,Engrossed
SB5535,1718,Introduced
SB5536,1718,Engrossed
SB5537,1718,Passed
SB5539,1718,Engrossed
SB5544,1718,Introduced
SB5546,1718,Passed
SB5547,1718,Introduced
SB5548,1718,Introduced
SB5549,1718,Introduced
SB5550,1718,Introduced
SB5551,1718,Introduced
SB5552,1718,Passed
SB5553,1718,Passed
SB5554,1718,Introduced
SB5555,1718,Introduced
SB5556,1718,Introduced
SB5559,1718,Introduced
SB5561,1718,Introduced
SB5562,1718,Introduced
SB5563,1718,Introduced
SB5565,1718,Introduced
SB5566,1718,Introduced
SB5567,1718,Introduced
SB5568,1718,Introduced
SB5573,1718,Passed
SB5574,1718,Introduced
SB5576,1718,Engrossed
SB5577,1718,Engrossed
SB5578,1718,Introduced
SB5579,1718,Introduced
SB5580,1718,Introduced
